#EN          DATA        DATA-ERR    
#EV          B           B           
1.2256e+05  3.7625e+00  1.5727e-01  
1.2262e+05  3.9054e+00  1.5748e-01  
1.2268e+05  3.2999e+00  1.5549e-01  
1.2274e+05  2.7179e+00  1.4801e-01  
1.2280e+05  3.1751e+00  1.4971e-01  
1.2286e+05  2.7807e+00  1.4635e-01  
1.2292e+05  2.5668e+00  1.4493e-01  
1.2298e+05  2.5189e+00  1.4316e-01  
1.2304e+05  2.1197e+00  1.3963e-01  
1.2310e+05  1.9670e+00  1.3925e-01  
1.2316e+05  1.9354e+00  1.3897e-01  
1.2322e+05  2.3092e+00  1.4061e-01  
1.2328e+05  2.2703e+00  1.4038e-01  
1.2334e+05  3.0443e+00  1.4792e-01  
1.2340e+05  4.1258e+00  1.5860e-01  
1.2346e+05  4.9349e+00  1.6915e-01  
1.2352e+05  6.6754e+00  1.9134e-01  
1.2358e+05  7.4767e+00  2.0106e-01  
1.2364e+05  7.4310e+00  2.0592e-01  
1.2370e+05  8.2820e+00  2.1955e-01  
1.2376e+05  7.8149e+00  2.1088e-01  
1.2382e+05  7.6243e+00  2.0504e-01  
1.2388e+05  7.4506e+00  2.0762e-01  
1.2394e+05  7.7003e+00  2.0916e-01  
1.2400e+05  8.0465e+00  2.2141e-01  
1.2406e+05  9.0487e+00  2.3392e-01  
1.2412e+05  8.7101e+00  2.3481e-01  
1.2418e+05  8.7148e+00  2.2946e-01  
1.2424e+05  8.7291e+00  2.3251e-01  
1.2430e+05  9.6996e+00  2.5174e-01  
1.2436e+05  8.7839e+00  2.3425e-01  
1.2442e+05  8.5174e+00  2.3101e-01  
1.2448e+05  7.4861e+00  2.1419e-01  
1.2454e+05  6.8269e+00  2.1005e-01  
1.2460e+05  6.7456e+00  2.1182e-01  
1.2466e+05  7.7988e+00  2.2679e-01  
1.2472e+05  8.3603e+00  2.3338e-01  
1.2478e+05  8.2996e+00  2.2825e-01  
1.2484e+05  8.2955e+00  2.2175e-01  
1.2490e+05  6.7759e+00  1.9974e-01  
1.2496e+05  5.8505e+00  1.8297e-01  
1.2503e+05  5.2700e+00  1.7606e-01  
1.2509e+05  5.4892e+00  1.7547e-01  
1.2515e+05  5.0194e+00  1.6813e-01  
1.2521e+05  4.5777e+00  1.6248e-01  
1.2527e+05  3.9705e+00  1.6070e-01  
1.2533e+05  4.2604e+00  1.5768e-01  
1.2539e+05  4.3250e+00  1.5882e-01  
1.2545e+05  3.8646e+00  1.5610e-01  
1.2552e+05  4.2669e+00  1.5457e-01  
1.2558e+05  4.5734e+00  1.6002e-01  
1.2564e+05  5.6270e+00  1.6842e-01  
1.2570e+05  6.3718e+00  1.8210e-01  
1.2576e+05  6.9893e+00  1.9420e-01  
1.2582e+05  7.1428e+00  1.9658e-01  
1.2588e+05  6.9080e+00  1.9289e-01  
1.2595e+05  6.6380e+00  1.8393e-01  
1.2601e+05  6.3820e+00  1.8131e-01  
1.2607e+05  5.5679e+00  1.7092e-01  
1.2613e+05  4.9050e+00  1.6435e-01  
1.2619e+05  4.7623e+00  1.5980e-01  
1.2625e+05  4.3265e+00  1.5600e-01  
1.2632e+05  4.1177e+00  1.5235e-01  
1.2638e+05  3.8395e+00  1.5010e-01  
1.2644e+05  3.1808e+00  1.4226e-01  
1.2650e+05  2.8626e+00  1.3970e-01  
1.2656e+05  2.7533e+00  1.3694e-01  
1.2663e+05  2.6809e+00  1.4011e-01  
1.2669e+05  3.3613e+00  1.4441e-01  
1.2675e+05  4.0328e+00  1.5242e-01  
1.2681e+05  5.3445e+00  1.6337e-01  
1.2687e+05  5.8679e+00  1.7559e-01  
1.2694e+05  6.6361e+00  1.8169e-01  
1.2700e+05  6.8189e+00  1.8849e-01  
1.2706e+05  7.6948e+00  2.0044e-01  
1.2712e+05  7.7565e+00  2.0370e-01  
1.2722e+05  7.9271e+00  1.4489e-01  
1.2734e+05  7.7453e+00  1.4256e-01  
1.2747e+05  7.5672e+00  1.4063e-01  
1.2759e+05  6.9322e+00  1.3827e-01  
1.2772e+05  6.0570e+00  1.3012e-01  
1.2785e+05  5.8120e+00  1.2672e-01  
1.2797e+05  5.7425e+00  1.2381e-01  
1.2807e+05  5.6245e+00  1.7264e-01  
1.2813e+05  6.1606e+00  1.7835e-01  
1.2819e+05  5.8714e+00  1.7535e-01  
1.2826e+05  6.4597e+00  1.8186e-01  
1.2832e+05  7.2334e+00  1.9411e-01  
1.2838e+05  8.8321e+00  2.2209e-01  
1.2845e+05  9.7784e+00  2.4243e-01  
1.2851e+05  1.1341e+01  2.8061e-01  
1.2857e+05  1.1990e+01  2.9251e-01  
1.2864e+05  1.1475e+01  2.8111e-01  
1.2870e+05  1.1014e+01  2.7281e-01  
1.2877e+05  1.0677e+01  2.5564e-01  
1.2883e+05  9.0047e+00  2.2443e-01  
1.2889e+05  8.4765e+00  2.1293e-01  
1.2896e+05  7.6375e+00  1.9655e-01  
1.2902e+05  7.2169e+00  1.9167e-01  
1.2908e+05  7.0342e+00  1.8601e-01  
1.2915e+05  6.6699e+00  1.8104e-01  
1.2921e+05  6.1185e+00  1.7417e-01  
1.2928e+05  6.2199e+00  1.7287e-01  
1.2934e+05  5.9337e+00  1.7069e-01  
1.2940e+05  5.2342e+00  1.6302e-01  
1.2947e+05  4.7712e+00  1.5829e-01  
1.2953e+05  4.3451e+00  1.5224e-01  
1.2960e+05  4.2581e+00  1.5170e-01  
1.2966e+05  4.5533e+00  1.5224e-01  
1.2973e+05  4.8931e+00  1.5683e-01  
1.2979e+05  5.3454e+00  1.6337e-01  
1.2986e+05  6.6099e+00  1.7894e-01  
1.2992e+05  6.7410e+00  1.8564e-01  
1.2998e+05  6.7383e+00  1.7836e-01  
1.3005e+05  5.6235e+00  1.6894e-01  
1.3011e+05  5.2459e+00  1.6440e-01  
1.3018e+05  5.2699e+00  1.6530e-01  
1.3024e+05  4.7243e+00  1.5862e-01  
1.3031e+05  4.6053e+00  1.5468e-01  
1.3041e+05  4.3582e+00  1.0765e-01  
1.3054e+05  4.0398e+00  1.0331e-01  
1.3067e+05  3.9233e+00  1.0290e-01  
1.3076e+05  3.7684e+00  1.4304e-01  
1.3083e+05  3.1724e+00  1.3758e-01  
1.3089e+05  2.8739e+00  1.3687e-01  
1.3096e+05  2.9912e+00  1.3436e-01  
1.3102e+05  2.7472e+00  1.3340e-01  
1.3109e+05  2.8029e+00  1.3303e-01  
1.3116e+05  3.0083e+00  1.3614e-01  
1.3122e+05  3.6491e+00  1.3936e-01  
1.3129e+05  4.4717e+00  1.4883e-01  
1.3135e+05  5.8935e+00  1.6550e-01  
1.3142e+05  7.0978e+00  1.8519e-01  
1.3148e+05  7.5637e+00  1.9110e-01  
1.3155e+05  6.6370e+00  1.7794e-01  
1.3161e+05  6.1040e+00  1.7031e-01  
1.3168e+05  5.3394e+00  1.6076e-01  
1.3175e+05  5.1997e+00  1.5726e-01  
1.3181e+05  5.0846e+00  1.5476e-01  
1.3188e+05  5.3275e+00  1.5822e-01  
1.3194e+05  5.6630e+00  1.6137e-01  
1.3201e+05  6.3162e+00  1.7191e-01  
1.3208e+05  6.5189e+00  1.7537e-01  
1.3214e+05  6.9668e+00  1.8100e-01  
1.3221e+05  6.2932e+00  1.7282e-01  
1.3228e+05  5.8630e+00  1.6510e-01  
1.3234e+05  5.0313e+00  1.5718e-01  
1.3241e+05  4.3446e+00  1.4967e-01  
1.3247e+05  4.0402e+00  1.4337e-01  
1.3254e+05  3.4370e+00  1.3843e-01  
1.3261e+05  2.9120e+00  1.3220e-01  
1.3267e+05  2.7145e+00  1.3196e-01  
1.3274e+05  2.3572e+00  1.2883e-01  
1.3281e+05  2.3310e+00  1.2885e-01  
1.3287e+05  2.2571e+00  1.2799e-01  
1.3294e+05  2.3754e+00  1.3109e-01  
1.3301e+05  2.9908e+00  1.3345e-01  
1.3308e+05  3.8063e+00  1.4161e-01  
1.3314e+05  5.5069e+00  1.5873e-01  
1.3321e+05  7.1233e+00  1.7981e-01  
1.3328e+05  8.5178e+00  2.0819e-01  
1.3334e+05  9.9249e+00  2.3311e-01  
1.3341e+05  9.7791e+00  2.2961e-01  
1.3348e+05  9.1299e+00  2.1669e-01  
1.3355e+05  7.7448e+00  1.8896e-01  
1.3361e+05  6.4265e+00  1.7158e-01  
1.3368e+05  5.8807e+00  1.6343e-01  
1.3375e+05  5.7194e+00  1.5964e-01  
1.3381e+05  4.9667e+00  1.5312e-01  
1.3388e+05  4.7301e+00  1.5186e-01  
1.3395e+05  4.9059e+00  1.5117e-01  
1.3402e+05  5.6259e+00  1.6204e-01  
1.3409e+05  6.1054e+00  1.6756e-01  
1.3415e+05  6.6118e+00  1.7326e-01  
1.3422e+05  7.3075e+00  1.8496e-01  
1.3429e+05  7.2005e+00  1.8336e-01  
1.3436e+05  6.5365e+00  1.7196e-01  
1.3442e+05  5.5756e+00  1.5937e-01  
1.3449e+05  4.8626e+00  1.5078e-01  
1.3456e+05  4.7349e+00  1.4945e-01  
1.3463e+05  4.5722e+00  1.4722e-01  
1.3470e+05  4.2048e+00  1.4417e-01  
1.3476e+05  3.5123e+00  1.3949e-01  
1.3483e+05  3.1213e+00  1.3525e-01  
1.3490e+05  3.0072e+00  1.3249e-01  
1.3497e+05  2.6686e+00  1.3074e-01  
1.3504e+05  2.3164e+00  1.2702e-01  
1.3511e+05  2.1103e+00  1.2784e-01  
1.3517e+05  2.0766e+00  1.2652e-01  
1.3524e+05  2.2181e+00  1.2647e-01  
1.3531e+05  2.1763e+00  1.2726e-01  
1.3538e+05  2.3632e+00  1.2774e-01  
1.3545e+05  2.9163e+00  1.3032e-01  
1.3552e+05  3.1322e+00  1.3402e-01  
1.3559e+05  3.5565e+00  1.3746e-01  
1.3566e+05  3.9560e+00  1.4425e-01  
1.3572e+05  5.5594e+00  1.5829e-01  
1.3579e+05  6.8292e+00  1.7162e-01  
1.3586e+05  8.6026e+00  2.0654e-01  
1.3593e+05  9.5094e+00  2.2187e-01  
1.3600e+05  1.0655e+01  2.4902e-01  
1.3607e+05  1.2728e+01  2.9640e-01  
1.3614e+05  1.2546e+01  2.9519e-01  
1.3621e+05  1.2182e+01  2.8134e-01  
1.3628e+05  1.1526e+01  2.6866e-01  
1.3635e+05  1.0411e+01  2.3933e-01  
1.3642e+05  9.5184e+00  2.2009e-01  
1.3649e+05  8.3371e+00  1.9579e-01  
1.3656e+05  7.5999e+00  1.8435e-01  
1.3663e+05  7.1002e+00  1.7611e-01  
1.3670e+05  6.0526e+00  1.6512e-01  
1.3676e+05  5.8331e+00  1.6133e-01  
1.3683e+05  7.0222e+00  1.7794e-01  
1.3690e+05  8.5501e+00  2.0161e-01  
1.3697e+05  1.0207e+01  2.3830e-01  
1.3704e+05  1.2463e+01  2.9054e-01  
1.3711e+05  1.3332e+01  3.1592e-01  
1.3718e+05  1.3603e+01  3.2531e-01  
1.3725e+05  1.3657e+01  3.2594e-01  
1.3732e+05  1.2510e+01  3.0035e-01  
1.3739e+05  1.2901e+01  3.0289e-01  
1.3746e+05  1.1785e+01  2.7509e-01  
1.3754e+05  1.1492e+01  2.6752e-01  
1.3764e+05  1.0407e+01  1.6845e-01  
1.3778e+05  9.8899e+00  1.6248e-01  
1.3792e+05  9.5119e+00  1.5568e-01  
1.3803e+05  9.3885e+00  2.2072e-01  
1.3810e+05  9.3338e+00  2.1477e-01  
1.3817e+05  8.4435e+00  1.9980e-01  
1.3824e+05  8.7581e+00  2.0829e-01  
1.3831e+05  9.1146e+00  2.1059e-01  
1.3838e+05  8.7416e+00  2.0118e-01  
1.3845e+05  8.3190e+00  1.9741e-01  
1.3853e+05  7.6908e+00  1.8876e-01  
1.3863e+05  7.4314e+00  1.2898e-01  
1.3877e+05  6.8740e+00  1.2378e-01  
1.3888e+05  6.5298e+00  1.7123e-01  
1.3895e+05  6.5486e+00  1.7079e-01  
1.3902e+05  6.7578e+00  1.7066e-01  
1.3910e+05  6.8540e+00  1.7205e-01  
1.3917e+05  6.5575e+00  1.6816e-01  
1.3924e+05  6.2354e+00  1.6390e-01  
1.3935e+05  5.7783e+00  1.1358e-01  
1.3949e+05  5.3453e+00  1.1100e-01  
1.3960e+05  5.2355e+00  1.5579e-01  
1.3967e+05  4.8858e+00  1.5247e-01  
1.3974e+05  4.8907e+00  1.5155e-01  
1.3981e+05  5.1318e+00  1.5388e-01  
1.3989e+05  4.9640e+00  1.5397e-01  
1.3996e+05  5.7882e+00  1.6088e-01  
1.4003e+05  6.3065e+00  1.6581e-01  
1.4010e+05  6.7011e+00  1.7069e-01  
1.4017e+05  6.8396e+00  1.7412e-01  
1.4025e+05  6.2768e+00  1.6990e-01  
1.4032e+05  6.2793e+00  1.6714e-01  
1.4039e+05  5.8850e+00  1.6213e-01  
1.4046e+05  5.4309e+00  1.6277e-01  
1.4054e+05  6.4116e+00  1.7066e-01  
1.4061e+05  7.2931e+00  1.8803e-01  
1.4068e+05  8.8933e+00  2.1151e-01  
1.4076e+05  1.0355e+01  2.3856e-01  
1.4083e+05  1.1250e+01  2.6118e-01  
1.4090e+05  9.8325e+00  2.2650e-01  
1.4097e+05  9.0417e+00  2.1077e-01  
1.4105e+05  8.5130e+00  2.0085e-01  
1.4112e+05  7.6056e+00  1.8586e-01  
1.4119e+05  6.5932e+00  1.6984e-01  
1.4127e+05  6.5592e+00  1.6811e-01  
1.4134e+05  5.6388e+00  1.5842e-01  
1.4141e+05  5.2273e+00  1.5280e-01  
1.4149e+05  5.0713e+00  1.4963e-01  
1.4156e+05  4.8611e+00  1.4710e-01  
1.4163e+05  4.7051e+00  1.4458e-01  
1.4171e+05  4.9194e+00  1.4691e-01  
1.4178e+05  5.5394e+00  1.5692e-01  
1.4185e+05  6.8128e+00  1.7346e-01  
1.4193e+05  8.4776e+00  1.9943e-01  
1.4200e+05  1.0221e+01  2.3231e-01  
1.4208e+05  9.9215e+00  2.2760e-01  
1.4215e+05  9.7350e+00  2.2181e-01  
1.4222e+05  9.0116e+00  2.0868e-01  
1.4230e+05  8.5845e+00  1.9721e-01  
1.4241e+05  7.8245e+00  1.3065e-01  
1.4256e+05  7.2661e+00  1.2372e-01  
1.4267e+05  7.0498e+00  1.7508e-01  
1.4274e+05  6.8129e+00  1.7388e-01  
1.4282e+05  7.2286e+00  1.7570e-01  
1.4289e+05  6.3851e+00  1.6708e-01  
1.4297e+05  6.4667e+00  1.6687e-01  
1.4304e+05  6.2367e+00  1.6190e-01  
1.4311e+05  5.9462e+00  1.6026e-01  
1.4319e+05  5.9052e+00  1.5940e-01  
1.4326e+05  5.7632e+00  1.5735e-01  
1.4334e+05  6.3989e+00  1.6320e-01  
1.4341e+05  6.6666e+00  1.6557e-01  
1.4349e+05  6.9233e+00  1.7061e-01  
1.4356e+05  6.4382e+00  1.6583e-01  
1.4364e+05  6.0824e+00  1.6271e-01  
1.4371e+05  6.1956e+00  1.6302e-01  
1.4379e+05  6.2252e+00  1.6184e-01  
1.4386e+05  6.4712e+00  1.6316e-01  
1.4394e+05  6.1977e+00  1.6181e-01  
1.4402e+05  6.0199e+00  1.6240e-01  
1.4409e+05  6.0079e+00  1.6051e-01  
1.4417e+05  6.4433e+00  1.6532e-01  
1.4424e+05  6.6864e+00  1.7108e-01  
1.4432e+05  6.6759e+00  1.6749e-01  
1.4439e+05  6.6108e+00  1.6612e-01  
1.4447e+05  6.0570e+00  1.5965e-01  
1.4454e+05  5.8703e+00  1.5696e-01  
1.4462e+05  5.6484e+00  1.5349e-01  
1.4470e+05  5.4360e+00  1.4970e-01  
1.4477e+05  5.1591e+00  1.4872e-01  
1.4485e+05  5.0008e+00  1.4697e-01  
1.4492e+05  4.6897e+00  1.4319e-01  
1.4500e+05  4.7047e+00  1.4420e-01  
1.4508e+05  4.4698e+00  1.4207e-01  
1.4515e+05  4.8205e+00  1.4511e-01  
1.4523e+05  5.3487e+00  1.5181e-01  
1.4530e+05  5.8642e+00  1.5745e-01  
1.4538e+05  6.2390e+00  1.6237e-01  
1.4546e+05  6.0279e+00  1.6084e-01  
1.4553e+05  5.6115e+00  1.5577e-01  
1.4561e+05  5.3599e+00  1.5039e-01  
1.4569e+05  5.5230e+00  1.4858e-01  
1.4576e+05  5.2094e+00  1.4923e-01  
1.4584e+05  5.5356e+00  1.5076e-01  
1.4592e+05  5.6166e+00  1.4832e-01  
1.4599e+05  5.4754e+00  1.4836e-01  
1.4607e+05  4.9988e+00  1.4733e-01  
1.4615e+05  5.0943e+00  1.4570e-01  
1.4623e+05  4.9103e+00  1.4224e-01  
1.4630e+05  4.6777e+00  1.4315e-01  
1.4638e+05  4.4888e+00  1.4224e-01  
1.4646e+05  4.5485e+00  1.4257e-01  
1.4653e+05  4.0567e+00  1.3692e-01  
1.4661e+05  4.1888e+00  1.4065e-01  
1.4669e+05  4.6475e+00  1.4131e-01  
1.4677e+05  4.4657e+00  1.4069e-01  
1.4684e+05  4.5492e+00  1.4390e-01  
1.4692e+05  4.7503e+00  1.4369e-01  
1.4700e+05  5.1249e+00  1.4477e-01  
1.4708e+05  4.6400e+00  1.3982e-01  
1.4716e+05  4.7880e+00  1.3979e-01  
1.4723e+05  4.1783e+00  1.3592e-01  
1.4731e+05  3.7158e+00  1.3257e-01  
1.4743e+05  3.6564e+00  9.2500e-02  
1.4758e+05  3.4650e+00  9.0591e-02  
1.4770e+05  3.2345e+00  1.2749e-01  
1.4778e+05  3.4494e+00  1.2824e-01  
1.4786e+05  3.0595e+00  1.2416e-01  
1.4794e+05  2.6557e+00  1.2572e-01  
1.4802e+05  2.6514e+00  1.1996e-01  
1.4809e+05  2.4713e+00  1.2253e-01  
1.4817e+05  3.1039e+00  1.2514e-01  
1.4825e+05  3.9013e+00  1.3226e-01  
1.4833e+05  4.5950e+00  1.4074e-01  
1.4841e+05  6.0267e+00  1.5608e-01  
1.4849e+05  7.3569e+00  1.7235e-01  
1.4857e+05  7.4196e+00  1.7277e-01  
1.4865e+05  6.5036e+00  1.5963e-01  
1.4872e+05  5.3812e+00  1.4703e-01  
1.4880e+05  4.7870e+00  1.4152e-01  
1.4888e+05  4.7570e+00  1.3719e-01  
1.4896e+05  4.3093e+00  1.3621e-01  
1.4904e+05  4.6705e+00  1.4057e-01  
1.4912e+05  4.8077e+00  1.4137e-01  
1.4920e+05  4.4043e+00  1.3828e-01  
1.4928e+05  4.3775e+00  1.3668e-01  
1.4936e+05  4.9758e+00  1.4132e-01  
1.4944e+05  5.2805e+00  1.4828e-01  
1.4952e+05  6.8530e+00  1.6740e-01  
1.4960e+05  8.3351e+00  1.8646e-01  
1.4968e+05  8.9752e+00  2.0289e-01  
1.4976e+05  9.0863e+00  2.0724e-01  
1.4984e+05  8.5234e+00  1.9988e-01  
1.4992e+05  8.0285e+00  1.9025e-01  
1.5000e+05  7.2479e+00  1.8068e-01  
1.5008e+05  6.8302e+00  1.7530e-01  
1.5016e+05  6.1419e+00  1.6709e-01  
1.5028e+05  5.4744e+00  1.1029e-01  
1.5044e+05  4.9580e+00  1.0406e-01  
1.5060e+05  4.4583e+00  9.8544e-02  
1.5076e+05  3.9515e+00  9.4074e-02  
1.5088e+05  3.8193e+00  1.3247e-01  
1.5096e+05  3.9226e+00  1.3267e-01  
1.5104e+05  4.3705e+00  1.3764e-01  
1.5113e+05  5.2204e+00  1.4567e-01  
1.5121e+05  5.8919e+00  1.5187e-01  
1.5129e+05  5.7745e+00  1.5068e-01  
1.5137e+05  6.1672e+00  1.5098e-01  
1.5145e+05  6.2598e+00  1.5470e-01  
1.5153e+05  7.0477e+00  1.6186e-01  
1.5161e+05  6.3845e+00  1.5594e-01  
1.5169e+05  6.1375e+00  1.5022e-01  
1.5178e+05  5.4791e+00  1.4398e-01  
1.5186e+05  5.4498e+00  1.4245e-01  
1.5194e+05  5.0858e+00  1.3839e-01  
1.5202e+05  5.1684e+00  1.3910e-01  
1.5210e+05  5.1795e+00  1.3962e-01  
1.5218e+05  5.6169e+00  1.4422e-01  
1.5227e+05  5.7952e+00  1.4672e-01  
1.5235e+05  6.9843e+00  1.6087e-01  
1.5243e+05  7.1397e+00  1.6202e-01  
1.5251e+05  7.4497e+00  1.6741e-01  
1.5259e+05  6.6442e+00  1.5764e-01  
1.5268e+05  6.1398e+00  1.5029e-01  
1.5276e+05  6.3389e+00  1.5268e-01  
1.5284e+05  6.1806e+00  1.5107e-01  
1.5292e+05  6.5817e+00  1.5385e-01  
1.5301e+05  5.9247e+00  1.4884e-01  
1.5309e+05  5.5532e+00  1.4035e-01  
1.5317e+05  4.7928e+00  1.3743e-01  
1.5325e+05  4.6620e+00  1.3286e-01  
1.5334e+05  4.5439e+00  1.3297e-01  
1.5342e+05  4.1361e+00  1.2909e-01  
1.5350e+05  4.1339e+00  1.2927e-01  
1.5363e+05  4.2041e+00  9.1551e-02  
1.5379e+05  4.3628e+00  9.1800e-02  
1.5392e+05  4.3970e+00  1.3073e-01  
1.5400e+05  4.2525e+00  1.2778e-01  
1.5408e+05  3.9465e+00  1.2469e-01  
1.5417e+05  3.8620e+00  1.2322e-01  
1.5425e+05  3.6413e+00  1.2124e-01  
1.5434e+05  3.8123e+00  1.2416e-01  
1.5442e+05  3.6213e+00  1.2375e-01  
1.5450e+05  4.3183e+00  1.2872e-01  
1.5459e+05  4.6465e+00  1.3298e-01  
1.5467e+05  5.2030e+00  1.3754e-01  
1.5475e+05  5.1630e+00  1.3538e-01  
1.5484e+05  4.3792e+00  1.3009e-01  
1.5492e+05  4.3268e+00  1.2843e-01  
1.5501e+05  4.0055e+00  1.2437e-01  
1.5509e+05  4.1173e+00  1.2641e-01  
1.5517e+05  4.6225e+00  1.3168e-01  
1.5526e+05  5.6249e+00  1.4136e-01  
1.5534e+05  6.5602e+00  1.5394e-01  
1.5543e+05  8.3351e+00  1.7507e-01  
1.5551e+05  9.0550e+00  1.8754e-01  
1.5560e+05  9.2816e+00  1.9514e-01  
1.5568e+05  9.2342e+00  1.9353e-01  
1.5577e+05  8.8598e+00  1.8802e-01  
1.5585e+05  8.5054e+00  1.8054e-01  
1.5594e+05  8.1335e+00  1.7105e-01  
1.5602e+05  7.4436e+00  1.6227e-01  
1.5611e+05  6.9849e+00  1.5839e-01  
1.5619e+05  6.6910e+00  1.5274e-01  
1.5628e+05  6.3846e+00  1.4820e-01  
1.5636e+05  6.0484e+00  1.4474e-01  
1.5645e+05  6.0306e+00  1.4387e-01  
1.5653e+05  5.5848e+00  1.4035e-01  
1.5662e+05  5.8377e+00  1.4089e-01  
1.5670e+05  6.2562e+00  1.4745e-01  
1.5679e+05  6.5133e+00  1.5172e-01  
1.5687e+05  6.8555e+00  1.5234e-01  
1.5696e+05  6.4049e+00  1.4890e-01  
1.5705e+05  5.7393e+00  1.4404e-01  
1.5713e+05  5.2384e+00  1.3540e-01  
1.5722e+05  5.2076e+00  1.3476e-01  
1.5730e+05  4.9519e+00  1.3302e-01  
1.5739e+05  4.4615e+00  1.2933e-01  
1.5748e+05  4.3699e+00  1.2683e-01  
1.5756e+05  3.7690e+00  1.2443e-01  
1.5765e+05  3.4132e+00  1.2073e-01  
1.5773e+05  3.3351e+00  1.1926e-01  
1.5782e+05  3.0078e+00  1.1786e-01  
1.5791e+05  3.0097e+00  1.1588e-01  
1.5799e+05  2.7771e+00  1.1514e-01  
1.5808e+05  2.9680e+00  1.1893e-01  
1.5817e+05  3.9848e+00  1.2536e-01  
1.5825e+05  5.1375e+00  1.3864e-01  
1.5834e+05  6.9232e+00  1.5600e-01  
1.5843e+05  7.8522e+00  1.6940e-01  
1.5851e+05  8.2222e+00  1.7573e-01  
1.5860e+05  8.6389e+00  1.8446e-01  
1.5869e+05  8.5644e+00  1.8195e-01  
1.5878e+05  8.0864e+00  1.7495e-01  
1.5886e+05  7.4445e+00  1.6441e-01  
1.5895e+05  6.6648e+00  1.5429e-01  
1.5904e+05  6.5782e+00  1.5187e-01  
1.5913e+05  6.1431e+00  1.4551e-01  
1.5921e+05  5.6589e+00  1.4260e-01  
1.5930e+05  5.5320e+00  1.3869e-01  
1.5939e+05  5.1032e+00  1.3310e-01  
1.5948e+05  5.0984e+00  1.3250e-01  
1.5961e+05  5.1097e+00  9.3241e-02  
1.5978e+05  5.1076e+00  9.4111e-02  
1.5992e+05  5.0990e+00  1.3403e-01  
1.6000e+05  5.0128e+00  1.3367e-01  
1.6009e+05  4.5190e+00  1.3221e-01  
1.6018e+05  4.2815e+00  1.2769e-01  
1.6027e+05  4.1684e+00  1.2640e-01  
1.6036e+05  4.4464e+00  1.2623e-01  
1.6045e+05  5.0892e+00  1.3062e-01  
1.6054e+05  5.0610e+00  1.3218e-01  
1.6062e+05  4.8202e+00  1.2800e-01  
1.6071e+05  4.0993e+00  1.2197e-01  
1.6080e+05  3.9945e+00  1.1959e-01  
1.6089e+05  3.8326e+00  1.1797e-01  
1.6098e+05  3.6696e+00  1.1740e-01  
1.6107e+05  3.4154e+00  1.1466e-01  
1.6116e+05  3.6220e+00  1.1559e-01  
1.6125e+05  3.6330e+00  1.1632e-01  
1.6134e+05  3.3688e+00  1.1420e-01  
1.6143e+05  3.2416e+00  1.1256e-01  
1.6152e+05  2.9936e+00  1.1039e-01  
1.6160e+05  3.0230e+00  1.1166e-01  
1.6169e+05  2.9245e+00  1.1164e-01  
1.6178e+05  3.0005e+00  1.1103e-01  
1.6187e+05  3.2496e+00  1.1131e-01  
1.6196e+05  3.1995e+00  1.1352e-01  
1.6205e+05  3.7551e+00  1.1631e-01  
1.6214e+05  4.6723e+00  1.2248e-01  
1.6223e+05  4.7653e+00  1.2454e-01  
1.6232e+05  5.4740e+00  1.2929e-01  
1.6241e+05  5.8817e+00  1.3584e-01  
1.6250e+05  6.9001e+00  1.4558e-01  
1.6259e+05  7.4358e+00  1.5224e-01  
1.6269e+05  7.6360e+00  1.5678e-01  
1.6278e+05  7.6838e+00  1.5575e-01  
1.6287e+05  7.1877e+00  1.4854e-01  
1.6296e+05  7.2191e+00  1.4812e-01  
1.6305e+05  6.6883e+00  1.4179e-01  
1.6314e+05  6.0442e+00  1.3438e-01  
1.6323e+05  6.2021e+00  1.3519e-01  
1.6332e+05  5.8689e+00  1.3214e-01  
1.6341e+05  5.7368e+00  1.3182e-01  
1.6350e+05  6.4524e+00  1.3959e-01  
1.6359e+05  7.1762e+00  1.4733e-01  
1.6369e+05  7.1995e+00  1.4766e-01  
1.6378e+05  7.0435e+00  1.4514e-01  
1.6387e+05  6.3990e+00  1.3821e-01  
1.6396e+05  6.1564e+00  1.3426e-01  
1.6405e+05  5.8428e+00  1.2889e-01  
1.6414e+05  5.1480e+00  1.2638e-01  
1.6423e+05  5.6082e+00  1.2678e-01  
1.6433e+05  5.0499e+00  1.2358e-01  
1.6442e+05  4.9778e+00  1.2266e-01  
1.6451e+05  4.6858e+00  1.1906e-01  
1.6460e+05  4.2914e+00  1.1617e-01  
1.6469e+05  4.4186e+00  1.1691e-01  
1.6479e+05  4.1931e+00  1.1501e-01  
1.6488e+05  4.4482e+00  1.1670e-01  
1.6497e+05  4.5237e+00  1.1772e-01  
1.6506e+05  4.3804e+00  1.1820e-01  
1.6516e+05  4.1690e+00  1.1413e-01  
1.6525e+05  3.9201e+00  1.1302e-01  
1.6539e+05  3.5518e+00  7.7586e-02  
1.6557e+05  3.1259e+00  7.6093e-02  
1.6576e+05  2.7704e+00  7.3483e-02  
1.6590e+05  2.7863e+00  1.0334e-01  
1.6599e+05  2.5648e+00  1.0312e-01  
1.6609e+05  2.9519e+00  1.0400e-01  
1.6618e+05  3.2464e+00  1.0431e-01  
1.6627e+05  3.2065e+00  1.0488e-01  
1.6637e+05  3.3200e+00  1.0701e-01  
1.6646e+05  3.1379e+00  1.0571e-01  
1.6655e+05  2.9979e+00  1.0322e-01  
