#EN          DATA        DATA-ERR    
#EV          B           B           
4.3382e+03  3.2317e+00  4.1379e-02  
4.3540e+03  2.9411e+00  4.0814e-02  
4.3623e+03  2.9468e+00  1.8064e-01  
4.3631e+03  2.8400e+00  1.8142e-01  
4.3639e+03  2.8057e+00  1.7972e-01  
4.3647e+03  2.9643e+00  1.8238e-01  
4.3655e+03  2.8636e+00  1.7787e-01  
4.3663e+03  2.7369e+00  1.7805e-01  
4.3671e+03  2.7417e+00  1.8314e-01  
4.3679e+03  2.9220e+00  1.7880e-01  
4.3687e+03  2.7250e+00  1.8047e-01  
4.3695e+03  2.5663e+00  1.7826e-01  
4.3703e+03  3.0720e+00  1.8146e-01  
4.3711e+03  3.1401e+00  1.8226e-01  
4.3719e+03  3.1787e+00  1.8603e-01  
4.3727e+03  3.6644e+00  1.9208e-01  
4.3735e+03  3.7747e+00  1.9013e-01  
4.3742e+03  3.9478e+00  1.9747e-01  
4.3750e+03  4.4204e+00  2.0036e-01  
4.3758e+03  3.9122e+00  1.9764e-01  
4.3766e+03  3.8333e+00  1.8960e-01  
4.3774e+03  4.1643e+00  1.9310e-01  
4.3782e+03  3.6173e+00  1.8906e-01  
4.3790e+03  3.8765e+00  1.9039e-01  
4.3798e+03  3.7550e+00  1.9234e-01  
4.3810e+03  3.6216e+00  1.3325e-01  
4.3826e+03  4.1343e+00  1.3904e-01  
4.3842e+03  4.3939e+00  1.4353e-01  
4.3858e+03  6.0499e+00  1.5733e-01  
4.3874e+03  7.6187e+00  1.7983e-01  
4.3890e+03  9.9121e+00  2.2682e-01  
4.3906e+03  1.4245e+01  3.4141e-01  
4.3923e+03  1.9917e+01  6.0910e-01  
4.3947e+03  2.9419e+01  1.3186e+00  
4.3979e+03  2.8352e+01  1.0882e+00  
4.4003e+03  2.5453e+01  1.1005e+00  
4.4019e+03  2.6186e+01  1.2099e+00  
4.4035e+03  2.5262e+01  1.1045e+00  
4.4051e+03  2.0905e+01  6.9843e-01  
4.4067e+03  1.8171e+01  5.1906e-01  
4.4084e+03  1.5984e+01  4.1120e-01  
4.4100e+03  1.3874e+01  3.3649e-01  
4.4116e+03  1.2251e+01  2.7897e-01  
4.4132e+03  1.1279e+01  2.5308e-01  
4.4148e+03  9.4253e+00  2.1606e-01  
4.4164e+03  8.9446e+00  2.0495e-01  
4.4181e+03  8.4631e+00  1.9462e-01  
4.4197e+03  7.9717e+00  1.8793e-01  
4.4213e+03  7.6875e+00  1.8142e-01  
4.4229e+03  6.6707e+00  1.6965e-01  
4.4245e+03  6.5271e+00  1.6491e-01  
4.4262e+03  6.4125e+00  1.6607e-01  
4.4278e+03  6.2483e+00  1.6435e-01  
4.4294e+03  6.3169e+00  1.6525e-01  
4.4310e+03  6.0461e+00  1.6158e-01  
4.4327e+03  6.4290e+00  1.6596e-01  
4.4343e+03  6.7090e+00  1.7159e-01  
4.4359e+03  6.9283e+00  1.7067e-01  
4.4376e+03  6.7086e+00  1.6886e-01  
4.4392e+03  6.3435e+00  1.6351e-01  
4.4408e+03  5.6576e+00  1.5516e-01  
4.4424e+03  5.6754e+00  1.5414e-01  
4.4441e+03  5.2539e+00  1.5105e-01  
4.4457e+03  5.3588e+00  1.4952e-01  
4.4486e+03  5.3331e+00  9.6312e-02  
4.4527e+03  5.6791e+00  9.8033e-02  
4.4568e+03  6.2007e+00  1.0267e-01  
4.4609e+03  6.6257e+00  1.0534e-01  
4.4650e+03  8.0839e+00  1.1899e-01  
4.4691e+03  1.0629e+01  1.5252e-01  
4.4732e+03  1.5130e+01  2.3540e-01  
4.4790e+03  2.3630e+01  4.3095e-01  
4.4865e+03  2.8677e+01  7.8858e-01  
4.4939e+03  3.5732e+01  2.4598e+00  
4.5014e+03  2.3891e+01  4.4038e-01  
4.5089e+03  1.6906e+01  2.1057e-01  
4.5164e+03  1.3023e+01  1.4217e-01  
4.5240e+03  1.0755e+01  1.1261e-01  
4.5315e+03  9.2017e+00  9.7647e-02  
4.5391e+03  8.3418e+00  9.0793e-02  
4.5467e+03  7.6035e+00  8.5050e-02  
4.5543e+03  7.0444e+00  8.1584e-02  
4.5620e+03  6.6570e+00  7.8762e-02  
4.5696e+03  6.2632e+00  7.6556e-02  
4.5773e+03  6.1922e+00  7.5152e-02  
4.5850e+03  5.8882e+00  7.3569e-02  
4.5974e+03  5.5163e+00  4.8298e-02  
4.6147e+03  5.3185e+00  4.7397e-02  
4.6320e+03  4.9199e+00  4.6037e-02  
4.6494e+03  4.6371e+00  4.5276e-02  
4.6670e+03  4.5236e+00  4.4642e-02  
4.6846e+03  4.2444e+00  4.3766e-02  
4.7023e+03  4.1224e+00  4.3347e-02  
4.7202e+03  3.9400e+00  4.2849e-02  
4.7381e+03  3.7476e+00  4.2090e-02  
4.7562e+03  3.4823e+00  4.1609e-02  
4.7743e+03  3.4004e+00  4.1288e-02  
4.7857e+03  3.2138e+00  8.1850e-02  
4.7902e+03  3.3539e+00  8.2771e-02  
4.7948e+03  3.3122e+00  8.1898e-02  
4.7994e+03  3.3533e+00  8.2372e-02  
4.8040e+03  3.4436e+00  8.3454e-02  
4.8086e+03  3.5772e+00  8.3361e-02  
4.8132e+03  3.8578e+00  8.4853e-02  
4.8178e+03  4.2009e+00  8.7320e-02  
4.8224e+03  5.0735e+00  9.2733e-02  
4.8270e+03  6.2537e+00  1.0106e-01  
4.8317e+03  8.3345e+00  1.2051e-01  
4.8363e+03  1.1648e+01  1.6420e-01  
4.8409e+03  1.7936e+01  3.0924e-01  
4.8456e+03  2.6953e+01  8.6113e-01  
4.8502e+03  3.6103e+01  3.3542e+00  
4.8549e+03  3.2104e+01  1.8272e+00  
4.8596e+03  3.0671e+01  1.3902e+00  
4.8642e+03  3.9030e+01  4.6093e+00  
4.8689e+03  3.0828e+01  1.2730e+00  
4.8736e+03  3.3382e+01  2.0180e+00  
4.8783e+03  2.2473e+01  5.0054e-01  
4.8830e+03  1.9581e+01  3.7116e-01  
4.8877e+03  1.6563e+01  2.7049e-01  
4.8924e+03  1.4735e+01  2.2460e-01  
4.8971e+03  1.2591e+01  1.8140e-01  
4.9019e+03  1.1820e+01  1.6882e-01  
4.9066e+03  1.0596e+01  1.4876e-01  
4.9113e+03  1.0092e+01  1.4164e-01  
4.9161e+03  9.3279e+00  1.3183e-01  
4.9208e+03  8.7014e+00  1.2552e-01  
4.9304e+03  7.9322e+00  6.7345e-02  
4.9447e+03  7.2646e+00  6.3324e-02  
4.9591e+03  6.4882e+00  5.9625e-02  
4.9736e+03  6.0594e+00  5.7065e-02  
4.9882e+03  5.7654e+00  5.5706e-02  
5.0028e+03  5.3848e+00  5.4637e-02  
5.0174e+03  5.2409e+00  5.4029e-02  
5.0322e+03  5.0031e+00  5.2900e-02  
5.0470e+03  4.7969e+00  5.2092e-02  
5.0618e+03  4.7164e+00  5.1930e-02  
5.0768e+03  4.4771e+00  5.0642e-02  
5.0917e+03  4.4621e+00  5.0630e-02  
5.1068e+03  4.3442e+00  5.0400e-02  
5.1219e+03  4.2710e+00  4.9579e-02  
5.1371e+03  4.0676e+00  4.9465e-02  
5.1524e+03  4.0458e+00  4.9049e-02  
5.1677e+03  3.9474e+00  4.8754e-02  
5.1831e+03  3.9854e+00  4.8868e-02  
5.1986e+03  3.9022e+00  4.8692e-02  
5.2110e+03  4.0220e+00  6.2968e-02  
5.2204e+03  3.9482e+00  6.2759e-02  
5.2297e+03  4.0822e+00  6.3423e-02  
5.2391e+03  4.2528e+00  6.4005e-02  
5.2486e+03  4.6200e+00  6.6033e-02  
5.2580e+03  4.4970e+00  6.5283e-02  
5.2675e+03  4.8325e+00  6.6599e-02  
5.2770e+03  5.2698e+00  6.9254e-02  
5.2865e+03  5.7867e+00  7.1588e-02  
5.2961e+03  6.5982e+00  7.6649e-02  
5.3056e+03  8.0908e+00  8.6963e-02  
5.3152e+03  9.7475e+00  1.0124e-01  
5.3249e+03  1.2568e+01  1.3251e-01  
5.3345e+03  1.6725e+01  2.0360e-01  
5.3442e+03  2.3354e+01  4.0740e-01  
5.3539e+03  2.9184e+01  7.6673e-01  
5.3637e+03  4.5155e+01  1.6706e+01  
5.3734e+03  3.2899e+01  1.3540e+00  
5.3832e+03  2.9868e+01  8.2111e-01  
5.3930e+03  3.5612e+01  2.4420e+00  
5.4029e+03  4.2384e+01  9.0700e+00  
5.4127e+03  3.7075e+01  2.5599e+00  
5.4226e+03  3.1338e+01  1.0321e+00  
5.4326e+03  3.8247e+01  3.6683e+00  
5.4425e+03  3.8436e+01  3.5979e+00  
5.4525e+03  2.7276e+01  6.2534e-01  
5.4625e+03  2.5181e+01  4.9223e-01  
5.4725e+03  2.0482e+01  2.9610e-01  
5.4826e+03  1.8667e+01  2.4634e-01  
5.4927e+03  1.6932e+01  2.0669e-01  
5.5028e+03  1.4848e+01  1.6604e-01  
5.5129e+03  1.3944e+01  1.5198e-01  
5.5231e+03  1.2764e+01  1.3395e-01  
5.5333e+03  1.1746e+01  1.2171e-01  
5.5435e+03  1.0772e+01  1.1083e-01  
5.5538e+03  9.9580e+00  1.0324e-01  
5.5641e+03  9.8100e+00  1.0047e-01  
5.5744e+03  9.2415e+00  9.5626e-02  
5.5847e+03  8.9135e+00  9.2477e-02  
5.5951e+03  8.4864e+00  8.8988e-02  
5.6055e+03  8.0170e+00  8.5809e-02  
5.6159e+03  7.7482e+00  8.3137e-02  
5.6264e+03  7.3016e+00  8.0249e-02  
5.6369e+03  7.1629e+00  8.0022e-02  
5.6474e+03  6.9011e+00  7.7343e-02  
5.6579e+03  6.5548e+00  7.5195e-02  
5.6685e+03  6.2968e+00  7.4348e-02  
5.6791e+03  6.1140e+00  7.2869e-02  
5.6898e+03  5.8906e+00  7.1460e-02  
5.7004e+03  5.4910e+00  6.9596e-02  
5.7111e+03  5.0852e+00  6.7884e-02  
5.7219e+03  4.9238e+00  6.6543e-02  
5.7326e+03  4.6477e+00  6.5384e-02  
5.7434e+03  4.3475e+00  6.4014e-02  
5.7542e+03  3.9686e+00  6.2026e-02  
5.7614e+03  3.6922e+00  1.0571e-01  
5.7651e+03  3.6747e+00  1.0587e-01  
5.7687e+03  3.3720e+00  1.0469e-01  
5.7723e+03  3.3449e+00  1.0387e-01  
5.7759e+03  3.1805e+00  1.0209e-01  
5.7796e+03  3.2058e+00  1.0181e-01  
5.7832e+03  3.1810e+00  1.0228e-01  
5.7868e+03  3.2500e+00  1.0233e-01  
5.7905e+03  3.4820e+00  1.0374e-01  
5.7941e+03  3.6309e+00  1.0597e-01  
5.7978e+03  4.7424e+00  1.1421e-01  
5.8014e+03  6.6095e+00  1.3173e-01  
5.8051e+03  9.9806e+00  1.8069e-01  
5.8088e+03  1.6324e+01  3.4079e-01  
5.8124e+03  2.8591e+01  1.3389e+00  
5.8161e+03  2.6683e+01  1.0609e+00  
5.8210e+03  3.1081e+01  1.5986e+00  
5.8271e+03  2.7160e+01  8.1114e-01  
5.8332e+03  2.7562e+01  8.6741e-01  
5.8394e+03  2.7106e+01  8.1304e-01  
5.8456e+03  2.1934e+01  4.6280e-01  
5.8517e+03  1.6666e+01  2.7069e-01  
5.8579e+03  1.4325e+01  2.1273e-01  
5.8641e+03  1.3312e+01  1.9118e-01  
5.8703e+03  1.2161e+01  1.7385e-01  
5.8765e+03  1.0949e+01  1.5801e-01  
5.8827e+03  1.0442e+01  1.5605e-01  
5.8889e+03  1.0060e+01  1.6035e-01  
5.8952e+03  9.4228e+00  1.6893e-01  
5.9014e+03  9.1391e+00  1.7915e-01  
5.9077e+03  8.7908e+00  1.6518e-01  
5.9139e+03  8.3783e+00  1.4016e-01  
5.9265e+03  8.0457e+00  7.0520e-02  
5.9454e+03  7.5461e+00  6.4559e-02  
5.9644e+03  7.0647e+00  6.1438e-02  
5.9835e+03  6.8292e+00  5.9876e-02  
6.0027e+03  6.5694e+00  5.7858e-02  
6.0220e+03  6.3195e+00  5.7086e-02  
6.0414e+03  6.1679e+00  5.6157e-02  
6.0608e+03  5.8517e+00  5.4984e-02  
6.0804e+03  5.7580e+00  5.4513e-02  
6.1001e+03  5.5041e+00  5.3293e-02  
6.1198e+03  5.4483e+00  5.3055e-02  
6.1397e+03  5.2626e+00  5.2453e-02  
6.1596e+03  5.3556e+00  5.2303e-02  
6.1796e+03  4.9611e+00  5.1441e-02  
6.1998e+03  4.9661e+00  5.0882e-02  
6.2200e+03  4.7152e+00  5.0310e-02  
6.2404e+03  4.6856e+00  5.0095e-02  
6.2608e+03  4.6299e+00  4.9768e-02  
6.2717e+03  4.5904e+00  1.8819e-01  
6.2731e+03  4.4871e+00  1.8585e-01  
6.2745e+03  4.4780e+00  1.8937e-01  
6.2759e+03  4.8826e+00  1.9404e-01  
6.2772e+03  4.8377e+00  1.9399e-01  
6.2786e+03  4.6783e+00  1.9755e-01  
6.2800e+03  5.2147e+00  2.0023e-01  
6.2813e+03  4.8920e+00  2.0030e-01  
6.2827e+03  5.4124e+00  2.0162e-01  
6.2841e+03  6.0200e+00  2.1450e-01  
6.2855e+03  5.8850e+00  2.0999e-01  
6.2868e+03  6.1766e+00  2.1560e-01  
6.2882e+03  5.7280e+00  2.0789e-01  
6.2896e+03  5.2976e+00  2.0568e-01  
6.2910e+03  5.1782e+00  1.9743e-01  
6.2923e+03  4.4859e+00  1.9202e-01  
6.2937e+03  4.4819e+00  1.8938e-01  
6.2951e+03  4.4904e+00  1.8787e-01  
6.2965e+03  4.0356e+00  1.8792e-01  
6.2978e+03  4.3210e+00  1.8934e-01  
6.3020e+03  4.3371e+00  8.4087e-02  
6.3089e+03  4.3928e+00  8.4288e-02  
6.3158e+03  4.3610e+00  8.4207e-02  
6.3227e+03  4.2978e+00  8.3761e-02  
6.3297e+03  4.2935e+00  8.4051e-02  
6.3366e+03  4.2622e+00  8.4383e-02  
6.3436e+03  4.3753e+00  8.4646e-02  
6.3505e+03  4.1942e+00  8.3426e-02  
6.3575e+03  4.2969e+00  8.4121e-02  
6.3645e+03  4.2443e+00  8.3748e-02  
6.3715e+03  4.4016e+00  8.4116e-02  
6.3785e+03  4.6605e+00  8.6383e-02  
6.3856e+03  4.7084e+00  8.7690e-02  
6.3926e+03  5.4383e+00  9.2063e-02  
6.3997e+03  6.0498e+00  9.5129e-02  
6.4067e+03  7.1744e+00  1.0602e-01  
6.4138e+03  8.8377e+00  1.2207e-01  
6.4209e+03  1.2658e+01  1.7416e-01  
6.4280e+03  1.9462e+01  3.5176e-01  
6.4351e+03  2.5890e+01  6.9480e-01  
6.4458e+03  3.5942e+01  2.1677e+00  
6.4565e+03  2.8004e+01  8.6469e-01  
6.4637e+03  3.0256e+01  1.2550e+00  
6.4708e+03  2.6434e+01  7.6953e-01  
6.4780e+03  2.0643e+01  3.9445e-01  
6.4852e+03  1.7516e+01  2.8534e-01  
6.4924e+03  1.4834e+01  2.1686e-01  
6.4996e+03  1.2777e+01  1.7518e-01  
6.5069e+03  1.1262e+01  1.5326e-01  
6.5141e+03  1.0156e+01  1.3769e-01  
6.5214e+03  9.6213e+00  1.2939e-01  
6.5286e+03  8.8636e+00  1.2160e-01  
6.5359e+03  8.3472e+00  1.1691e-01  
6.5432e+03  8.2460e+00  1.1498e-01  
6.5505e+03  7.7209e+00  1.0911e-01  
6.5578e+03  7.1770e+00  1.0484e-01  
6.5652e+03  7.0120e+00  1.0322e-01  
6.5725e+03  6.9313e+00  1.0255e-01  
6.5799e+03  6.5829e+00  1.0009e-01  
6.5872e+03  6.3137e+00  9.7183e-02  
6.6020e+03  5.9758e+00  5.5189e-02  
6.6242e+03  5.7760e+00  5.3897e-02  
6.6466e+03  5.4755e+00  5.2588e-02  
6.6691e+03  5.2132e+00  5.1525e-02  
6.6916e+03  5.0067e+00  5.1428e-02  
6.7143e+03  4.9178e+00  5.0585e-02  
6.7372e+03  4.7130e+00  4.9573e-02  
6.7601e+03  4.5633e+00  4.9160e-02  
6.7831e+03  4.3845e+00  4.8472e-02  
6.8063e+03  4.2650e+00  4.8299e-02  
6.8187e+03  4.0049e+00  1.8306e-01  
6.8202e+03  4.2014e+00  1.8355e-01  
6.8218e+03  4.2530e+00  1.8538e-01  
6.8234e+03  3.9845e+00  1.8441e-01  
6.8249e+03  4.6447e+00  1.8631e-01  
6.8265e+03  4.1930e+00  1.8736e-01  
6.8280e+03  4.6182e+00  1.8720e-01  
6.8296e+03  4.1106e+00  1.8380e-01  
6.8311e+03  4.6668e+00  1.9121e-01  
6.8327e+03  4.3672e+00  1.8756e-01  
6.8342e+03  4.6970e+00  1.9068e-01  
6.8358e+03  5.6344e+00  2.0867e-01  
6.8374e+03  6.6193e+00  2.2494e-01  
6.8389e+03  7.1666e+00  2.3184e-01  
6.8405e+03  7.8812e+00  2.4386e-01  
6.8420e+03  6.9169e+00  2.3012e-01  
6.8436e+03  6.1878e+00  2.1664e-01  
6.8452e+03  5.3155e+00  1.9844e-01  
6.8467e+03  4.8293e+00  1.9123e-01  
6.8483e+03  4.3843e+00  1.8949e-01  
6.8499e+03  4.1236e+00  1.8705e-01  
6.8514e+03  3.9429e+00  1.8285e-01  
6.8545e+03  4.0056e+00  1.0590e-01  
6.8592e+03  4.0254e+00  1.0546e-01  
6.8639e+03  3.8920e+00  1.0369e-01  
6.8687e+03  4.0113e+00  1.0523e-01  
6.8828e+03  3.9231e+00  4.6933e-02  
6.9065e+03  3.8216e+00  4.6634e-02  
6.9303e+03  3.6296e+00  4.6021e-02  
6.9542e+03  3.6077e+00  4.5809e-02  
6.9783e+03  3.4902e+00  4.5406e-02  
6.9911e+03  3.4901e+00  1.7334e-01  
6.9927e+03  3.5060e+00  1.7668e-01  
6.9944e+03  3.7093e+00  1.7895e-01  
6.9960e+03  3.7980e+00  1.7668e-01  
6.9976e+03  3.5102e+00  1.7571e-01  
6.9992e+03  3.6201e+00  1.7705e-01  
7.0008e+03  3.9127e+00  1.7869e-01  
7.0024e+03  4.2306e+00  1.8060e-01  
7.0040e+03  4.0088e+00  1.8275e-01  
7.0057e+03  3.5001e+00  1.8200e-01  
7.0073e+03  3.5893e+00  1.8091e-01  
7.0089e+03  3.6381e+00  1.7805e-01  
7.0105e+03  3.4356e+00  1.7601e-01  
7.0121e+03  3.1707e+00  1.7352e-01  
7.0138e+03  3.5862e+00  1.7641e-01  
7.0154e+03  3.2233e+00  1.7234e-01  
7.0170e+03  3.1719e+00  1.7330e-01  
7.0219e+03  3.3231e+00  7.7838e-02  
7.0300e+03  3.3897e+00  7.7602e-02  
7.0381e+03  3.1943e+00  7.7836e-02  
7.0463e+03  3.1898e+00  7.7582e-02  
7.0544e+03  3.2363e+00  7.7340e-02  
7.0626e+03  3.3207e+00  7.8127e-02  
7.0675e+03  3.4175e+00  1.7527e-01  
7.0691e+03  3.6068e+00  1.7744e-01  
7.0708e+03  3.6347e+00  1.7797e-01  
7.0724e+03  4.2099e+00  1.8116e-01  
7.0741e+03  4.5977e+00  1.8865e-01  
7.0757e+03  4.4496e+00  1.8768e-01  
7.0773e+03  6.6730e+00  2.1962e-01  
7.0790e+03  7.9794e+00  2.4989e-01  
7.0806e+03  1.0209e+01  3.0043e-01  
7.0823e+03  1.2828e+01  3.9228e-01  
7.0839e+03  1.4042e+01  4.3768e-01  
7.0856e+03  1.3069e+01  3.9949e-01  
7.0872e+03  1.0364e+01  3.0313e-01  
7.0889e+03  8.4624e+00  2.5998e-01  
7.0905e+03  6.4302e+00  2.1749e-01  
7.0921e+03  4.8777e+00  1.9533e-01  
7.0938e+03  4.0713e+00  1.8336e-01  
7.0954e+03  3.3191e+00  1.7362e-01  
7.0971e+03  3.4479e+00  1.7396e-01  
7.0996e+03  3.2515e+00  1.2291e-01  
7.1029e+03  3.1440e+00  1.2226e-01  
7.1062e+03  3.0746e+00  1.2140e-01  
7.1095e+03  2.9963e+00  1.2071e-01  
7.1128e+03  3.0184e+00  1.1979e-01  
7.1269e+03  2.9877e+00  4.3675e-02  
7.1518e+03  2.7373e+00  4.3392e-02  
7.1769e+03  2.5779e+00  4.2917e-02  
7.2021e+03  2.4700e+00  4.2250e-02  
7.2275e+03  2.2959e+00  4.1924e-02  
7.2529e+03  2.2266e+00  4.1694e-02  
7.2786e+03  1.9866e+00  4.1184e-02  
7.3043e+03  1.9252e+00  4.0703e-02  
7.3302e+03  1.6444e+00  4.0512e-02  
7.3562e+03  1.4865e+00  3.9764e-02  
7.3824e+03  1.2776e+00  3.9338e-02  
7.4087e+03  1.0928e+00  3.8851e-02  
7.4351e+03  8.5822e-01  3.8527e-02  
7.4528e+03  7.1576e-01  6.5927e-02  
7.4617e+03  6.7211e-01  6.5236e-02  
7.4706e+03  5.3102e-01  6.5241e-02  
7.4795e+03  4.2147e-01  6.5359e-02  
7.4885e+03  3.8817e-01  6.5421e-02  
7.4974e+03  4.9143e-01  6.5122e-02  
7.5064e+03  6.8993e-01  6.5630e-02  
7.5153e+03  8.8552e-01  6.6977e-02  
7.5243e+03  1.5138e+00  6.9274e-02  
7.5333e+03  3.1935e+00  7.6811e-02  
7.5424e+03  6.8714e+00  1.0098e-01  
7.5514e+03  1.5286e+01  2.2900e-01  
7.5604e+03  3.9827e+01  6.8598e+00  
7.5695e+03  3.3970e+01  2.2417e+00  
7.5786e+03  2.6579e+01  7.2511e-01  
7.5877e+03  2.2550e+01  4.7361e-01  
7.5968e+03  1.9096e+01  3.2595e-01  
7.6060e+03  2.1379e+01  4.1677e-01  
7.6197e+03  2.9038e+01  7.6307e-01  
7.6335e+03  2.8556e+01  9.5534e-01  
7.6427e+03  2.8181e+01  9.3201e-01  
7.6519e+03  2.0471e+01  3.8003e-01  
7.6611e+03  1.5743e+01  2.3335e-01  
7.6704e+03  1.2510e+01  1.6653e-01  
7.6797e+03  1.0416e+01  1.3721e-01  
7.6889e+03  8.8279e+00  1.1814e-01  
7.6983e+03  8.0288e+00  1.1098e-01  
7.7076e+03  7.3105e+00  1.0313e-01  
7.7169e+03  6.7918e+00  9.8999e-02  
7.7263e+03  6.8797e+00  9.8777e-02  
7.7356e+03  6.5314e+00  9.7442e-02  
7.7450e+03  6.4820e+00  9.7737e-02  
7.7544e+03  6.7681e+00  9.8798e-02  
7.7639e+03  6.9384e+00  1.0026e-01  
7.7733e+03  7.5293e+00  1.0573e-01  
7.7828e+03  8.5547e+00  1.1471e-01  
7.7922e+03  9.4669e+00  1.2418e-01  
7.8017e+03  1.0654e+01  1.3989e-01  
7.8112e+03  1.2327e+01  1.6440e-01  
7.8208e+03  1.5025e+01  2.1674e-01  
7.8303e+03  1.8332e+01  3.0535e-01  
7.8639e+03  2.9232e+01  4.6044e-01  
7.9219e+03  3.5983e+01  1.3622e+00  
7.9805e+03  3.4003e+01  8.8881e-01  
8.0398e+03  3.3871e+01  8.4591e-01  
8.0817e+03  3.0525e+01  7.9258e-01  
8.1058e+03  2.5684e+01  4.2202e-01  
8.1300e+03  2.2299e+01  2.9645e-01  
8.1543e+03  1.9480e+01  2.1983e-01  
8.1787e+03  1.7056e+01  1.7068e-01  
8.2033e+03  1.5675e+01  1.4673e-01  
8.2279e+03  1.4301e+01  1.2788e-01  
8.2527e+03  1.3121e+01  1.1342e-01  
8.2775e+03  1.2268e+01  1.0408e-01  
8.2990e+03  1.1592e+01  1.3130e-01  
8.3119e+03  1.0963e+01  1.3042e-01  
8.3197e+03  1.0407e+01  2.5088e-01  
8.3229e+03  1.0319e+01  2.4708e-01  
8.3260e+03  1.0352e+01  2.5179e-01  
8.3292e+03  1.0079e+01  2.4215e-01  
8.3323e+03  1.1165e+01  2.6986e-01  
8.3355e+03  1.1872e+01  2.9306e-01  
8.3386e+03  1.2423e+01  3.0420e-01  
8.3418e+03  1.3845e+01  3.5947e-01  
8.3449e+03  1.5221e+01  4.0866e-01  
8.3481e+03  1.9448e+01  6.3813e-01  
8.3512e+03  2.6311e+01  1.5330e+00  
8.3544e+03  3.1358e+01  2.5028e+00  
8.3575e+03  2.7584e+01  1.7191e+00  
8.3607e+03  2.2767e+01  9.0958e-01  
8.3639e+03  2.1931e+01  8.2656e-01  
8.3670e+03  1.7125e+01  5.0405e-01  
8.3702e+03  1.5759e+01  4.3151e-01  
8.3734e+03  1.4446e+01  3.7729e-01  
8.3765e+03  1.4430e+01  3.7771e-01  
8.3797e+03  1.2934e+01  3.2303e-01  
8.3829e+03  1.3299e+01  3.2982e-01  
8.3860e+03  1.2881e+01  3.1549e-01  
8.3892e+03  1.3141e+01  3.2776e-01  
8.3924e+03  1.3156e+01  3.2658e-01  
8.3956e+03  1.3101e+01  3.2860e-01  
8.3988e+03  1.2840e+01  3.1552e-01  
8.4019e+03  1.1897e+01  2.8518e-01  
8.4051e+03  1.1076e+01  2.6220e-01  
8.4083e+03  1.1056e+01  2.6178e-01  
8.4115e+03  1.0611e+01  2.4960e-01  
8.4147e+03  1.0461e+01  2.5332e-01  
8.4243e+03  1.0622e+01  1.1280e-01  
8.4403e+03  9.8817e+00  1.0511e-01  
8.4564e+03  9.7940e+00  1.0399e-01  
8.4725e+03  9.2625e+00  9.8983e-02  
8.4886e+03  9.0345e+00  9.7578e-02  
8.5048e+03  8.7317e+00  9.4290e-02  
8.5211e+03  8.6177e+00  9.2261e-02  
8.5374e+03  8.2770e+00  9.0861e-02  
8.5537e+03  8.0542e+00  8.9026e-02  
8.5701e+03  7.9000e+00  8.7759e-02  
8.5865e+03  7.6765e+00  8.6036e-02  
8.6030e+03  7.6046e+00  8.4940e-02  
8.6118e+03  7.3874e+00  3.1993e-01  
8.6129e+03  7.7084e+00  3.3998e-01  
8.6140e+03  7.3187e+00  3.2470e-01  
8.6151e+03  7.0703e+00  3.2474e-01  
8.6162e+03  7.7534e+00  3.3749e-01  
8.6173e+03  7.6907e+00  3.3375e-01  
8.6184e+03  7.7728e+00  3.3594e-01  
8.6195e+03  7.7390e+00  3.3340e-01  
8.6206e+03  8.2607e+00  3.5235e-01  
8.6217e+03  7.7686e+00  3.4399e-01  
8.6228e+03  8.8354e+00  3.6158e-01  
8.6239e+03  8.4280e+00  3.5627e-01  
8.6250e+03  8.5299e+00  3.6828e-01  
8.6261e+03  9.3503e+00  3.7809e-01  
8.6272e+03  1.0153e+01  4.1115e-01  
8.6283e+03  9.7238e+00  3.9406e-01  
8.6294e+03  1.0474e+01  4.1951e-01  
8.6305e+03  9.1449e+00  3.8152e-01  
8.6317e+03  8.8126e+00  3.6928e-01  
8.6328e+03  8.7253e+00  3.6601e-01  
8.6339e+03  8.1181e+00  3.4455e-01  
8.6350e+03  8.4062e+00  3.4890e-01  
8.6361e+03  7.9260e+00  3.3556e-01  
8.6372e+03  7.8573e+00  3.3256e-01  
8.6383e+03  7.4486e+00  3.2625e-01  
8.6394e+03  7.0055e+00  3.1580e-01  
8.6405e+03  7.8462e+00  3.3826e-01  
8.6416e+03  7.6483e+00  3.2355e-01  
8.6427e+03  8.0038e+00  3.4381e-01  
8.6438e+03  8.3621e+00  3.5165e-01  
8.6449e+03  7.7275e+00  3.4204e-01  
8.6460e+03  8.6982e+00  3.6156e-01  
8.6472e+03  8.3690e+00  3.5078e-01  
8.6483e+03  9.0408e+00  3.7479e-01  
8.6494e+03  9.3443e+00  3.8467e-01  
8.6505e+03  9.2025e+00  3.7175e-01  
8.6516e+03  9.0340e+00  3.8115e-01  
8.6527e+03  8.6928e+00  3.6250e-01  
8.6538e+03  8.1177e+00  3.4454e-01  
8.6549e+03  7.5543e+00  3.4112e-01  
8.6560e+03  7.9909e+00  3.4543e-01  
8.6571e+03  7.7096e+00  3.3223e-01  
8.6583e+03  7.4709e+00  3.2419e-01  
8.6594e+03  6.1623e+00  3.0529e-01  
8.6605e+03  7.1770e+00  3.1228e-01  
8.6616e+03  6.4688e+00  3.0977e-01  
8.6627e+03  6.9030e+00  3.0584e-01  
